,rank,class_name,space_number,synonym,name,author,year,father
407,species,"Saguinus bicolor (Spix, 1823) ",20,0,Saguinus bicolor ,Spix,1823,Saguinus Hoffmannsegg
408,species,"Midas bicolor Spix, 1823 ",22,1,Midas bicolor Spix,, 1823 ,Saguinus Hoffmannsegg
409,species,"Saguinus geoffroyi (Pucheran, 1845) ",20,0,Saguinus geoffroyi ,Pucheran,1845,Saguinus Hoffmannsegg
410,species,"Jacchus spixii Reichenbach, 1862 ",22,1,Jacchus spixii Reichenbach,, 1862 ,Saguinus Hoffmannsegg
411,species,"Oedipomidas salaquiensis Elliot, 1912 ",22,1,Oedipomidas salaquiensis Elliot,, 1912 ,Saguinus Hoffmannsegg
412,species,"Saguinus imperator (Goeldi, 1907) ",20,0,Saguinus imperator ,Goeldi,1907,Saguinus Hoffmannsegg
413,subspecies,"Saguinus imperator imperator (Goeldi, 1907) ",22,0,Saguinus imperator imperator ,Goeldi,1907,Saguinus imperator 
414,subspecies,"Saguinus imperator subgrisescens (Lönnberg, 1940) ",22,0,Saguinus imperator subgrisescens ,Lönnberg,1940,Saguinus imperator 
415,species,"Saguinus inustus (Schwarz, 1951) ",20,0,Saguinus inustus ,Schwarz,1951,Saguinus Hoffmannsegg
416,subspecies,"Leontocebus midas inustus Schwarz, 1951 ",22,1,Leontocebus midas inustus Schwarz,, 1951 ,Saguinus Hoffmannsegg
417,species,"Saguinus labiatus (É. Geoffroy Saint-Hilaire, 1812) ",20,0,Saguinus labiatus ,É. Geoffroy Saint-Hilaire,1812,Saguinus Hoffmannsegg
418,subspecies,"Saguinus labiatus labiatus (É. Geoffroy Saint-Hilaire, 1812) ",22,0,Saguinus labiatus labiatus ,É. Geoffroy Saint-Hilaire,1812,Saguinus labiatus 
419,species,"Midas elegantulus Slack, 1862 ",24,1,Midas elegantulus Slack,, 1862 ,Saguinus labiatus 
420,species,"Midas erythrogaster Reichenbach, 1862 ",24,1,Midas erythrogaster Reichenbach,, 1862 ,Saguinus labiatus 
421,species,"Midas griseovertex Goeldi, 1907 ",24,1,Midas griseovertex Goeldi,, 1907 ,Saguinus labiatus 
422,subspecies,"Saguinus labiatus rufiventer (Gray, 1843) ",22,0,Saguinus labiatus rufiventer ,Gray,1843,Saguinus labiatus 
423,subspecies,"Saguinus labiatus thomasi (Goeldi, 1907) ",22,0,Saguinus labiatus thomasi ,Goeldi,1907,Saguinus labiatus 
424,species,"Saguinus leucopus (Günther, 1877) ",20,0,Saguinus leucopus ,Günther,1877,Saguinus Hoffmannsegg
425,species,"Seniocebus pegasis Elliot, 1913 ",22,1,Seniocebus pegasis Elliot,, 1913 ,Saguinus Hoffmannsegg
426,species,"Saguinus martinsi (Thomas, 1912) ",20,0,Saguinus martinsi ,Thomas,1912,Saguinus Hoffmannsegg
427,subspecies,"Saguinus martinsi martinsi (Thomas, 1912) ",22,0,Saguinus martinsi martinsi ,Thomas,1912,Saguinus martinsi 
428,subspecies,"Saguinus martinsi ochraceus Hershkovitz, 1966 ",22,0,Saguinus martinsi ochraceus Hershkovitz,, 1966 ,Saguinus martinsi 
429,species,"Saguinus midas (Linnaeus, 1758) ",20,0,Saguinus midas ,Linnaeus,1758,Saguinus Hoffmannsegg
430,species,"Cebus tamarin Link, 1795 ",22,1,Cebus tamarin Link,, 1795 ,Saguinus Hoffmannsegg
431,subspecies,"Leontocebus midas egens Thomas, 1912 ",22,1,Leontocebus midas egens Thomas,, 1912 ,Saguinus Hoffmannsegg
432,species,"Midas rufimanus É. Geoffroy Saint-Hilaire, 1812 ",22,1,Midas rufimanus É. Geoffroy Saint-Hilaire,, 1812 ,Saguinus Hoffmannsegg
433,species,"Simia lacepedii Fischer, 1806 ",22,1,Simia lacepedii Fischer,, 1806 ,Saguinus Hoffmannsegg
434,species,"Saguinus mystax (Spix, 1823) ",20,0,Saguinus mystax ,Spix,1823,Saguinus Hoffmannsegg
435,subspecies,"Saguinus mystax mystax (Spix, 1823) ",22,0,Saguinus mystax mystax ,Spix,1823,Saguinus mystax 
436,species,"Midas mystax Spix, 1823 ",24,1,Midas mystax Spix,, 1823 ,Saguinus mystax 
437,subspecies,"Saguinus mystax pileatus (I. Geoffroy Saint-Hilaire & Deville, 1848) ",22,0,Saguinus mystax pileatus ,I. Geoffroy Saint-Hilaire & Deville,1848,Saguinus mystax 
438,subspecies,"Midas pileatus juruanus Ihering, 1904 ",24,1,Midas pileatus juruanus Ihering,, 1904 ,Saguinus mystax 
439,species,"Saguinus pileatus (I. Geoffroy Saint-Hilaire & Deville, 1848) ",24,1,Saguinus pileatus ,I. Geoffroy Saint-Hilaire & Deville,1848,Saguinus mystax 
440,subspecies,"Saguinus mystax pluto (Lönnberg, 1926) ",22,0,Saguinus mystax pluto ,Lönnberg,1926,Saguinus mystax 
441,species,"Saguinus niger (É. Geoffroy Saint-Hilaire, 1803) ",20,0,Saguinus niger ,É. Geoffroy Saint-Hilaire,1803,Saguinus Hoffmannsegg
442,subspecies,"Mystax ursulus umbratus Thomas, 1922 ",22,1,Mystax ursulus umbratus Thomas,, 1922 ,Saguinus Hoffmannsegg
443,species,"Saguinus oedipus (Linnaeus, 1758) ",20,0,Saguinus oedipus ,Linnaeus,1758,Saguinus Hoffmannsegg
444,species,"Oedipus titi Lesson, 1840 ",22,1,Oedipus titi Lesson,, 1840 ,Saguinus Hoffmannsegg
445,species,"Seniocebus meticulous Elliot, 1912 ",22,1,Seniocebus meticulous Elliot,, 1912 ,Saguinus Hoffmannsegg
446,species,"Saguinus ursula Hoffmannsegg, 1807 ",20,0,Saguinus ursula Hoffmannsegg,, 1807 ,Saguinus Hoffmannsegg
447,species,"Saguinus ursulus Hoffmannsegg, 1807 ",22,1,Saguinus ursulus Hoffmannsegg,, 1807 ,Saguinus Hoffmannsegg
448,family,"Cebidae Bonaparte, 1831 ",16,0,Cebidae Bonaparte,, 1831 ,Simiiformes Haeckel
449,subfamily,"Cebinae Bonaparte, 1831 ",18,0,Cebinae Bonaparte,, 1831 ,Cebidae Bonaparte
450,genus,"Cebus Erxleben, 1777 ",20,0,Cebus Erxleben,, 1777 ,Cebinae Bonaparte
451,genus,"Agipan Rafinesque, 1815 ",22,1,Agipan Rafinesque,, 1815 ,Cebinae Bonaparte
452,genus,"Calyptrocebus Reichenbach, 1862 ",22,1,Calyptrocebus Reichenbach,, 1862 ,Cebinae Bonaparte
453,genus,"Eucebus Reichenbach, 1862 ",22,1,Eucebus Reichenbach,, 1862 ,Cebinae Bonaparte
454,genus,"Otocebus Reichenbach, 1862 ",22,1,Otocebus Reichenbach,, 1862 ,Cebinae Bonaparte
455,genus,"Pseudocebus Reichenbach, 1862 ",22,1,Pseudocebus Reichenbach,, 1862 ,Cebinae Bonaparte
456,species,"Cebus aequatorialis J. A. Allen, 1914 ",22,0,Cebus aequatorialis J. A. Allen,, 1914 ,Cebus Erxleben
457,subspecies,"Cebus albifrons aequatorialis J. A. Allen, 1914 ",24,1,Cebus albifrons aequatorialis J. A. Allen,, 1914 ,Cebus Erxleben
458,species,"Cebus albifrons (Humboldt, 1812) ",22,0,Cebus albifrons ,Humboldt,1812,Cebus Erxleben
459,species,"Cebus gracilis Spix, 1823 ",24,1,Cebus gracilis Spix,, 1823 ,Cebus Erxleben
460,subspecies,"Cebus albifrons albifrons (Humboldt, 1812) ",24,0,Cebus albifrons albifrons ,Humboldt,1812,Cebus albifrons 
461,subspecies,"Cebus albifrons trinitatis Pusch, 1942 ",24,0,Cebus albifrons trinitatis Pusch,, 1942 ,Cebus albifrons 
462,species,"Cebus brunneus Allen, 1914 ",22,0,Cebus brunneus Allen,, 1914 ,Cebus Erxleben
463,species,"Cebus capucinus (Linnaeus, 1758) ",22,0,Cebus capucinus ,Linnaeus,1758,Cebus Erxleben
464,subspecies,"Cebus capucinus albulus Pusch, 1942 ",24,1,Cebus capucinus albulus Pusch,, 1942 ,Cebus Erxleben
465,subspecies,"Cebus capucinus limitaneus Hollister, 1914 ",24,1,Cebus capucinus limitaneus Hollister,, 1914 ,Cebus Erxleben
466,subspecies,"Cebus capucinus nigripectus Elliot, 1909 ",24,1,Cebus capucinus nigripectus Elliot,, 1909 ,Cebus Erxleben
467,species,"Cebus curtus Bangs, 1905 ",24,1,Cebus curtus Bangs,, 1905 ,Cebus Erxleben
468,species,"Cebus hypoleucus É. Geoffroy Saint-Hilaire, 1812 ",24,1,Cebus hypoleucus É. Geoffroy Saint-Hilaire,, 1812 ,Cebus Erxleben
469,subspecies,"Cebus capucinus capucinus (Linnaeus, 1758) ",24,0,Cebus capucinus capucinus ,Linnaeus,1758,Cebus capucinus 
470,subspecies,"Cebus capucinus curtus Bangs, 1905 ",24,0,Cebus capucinus curtus Bangs,, 1905 ,Cebus capucinus 
471,species,"Cebus castaneus I. Geoffroy Saint-Hilaire, 1851 ",22,0,Cebus castaneus I. Geoffroy Saint-Hilaire,, 1851 ,Cebus Erxleben
472,subspecies,"Cebus olivaceus castaneus I. Geoffroy Saint-Hilaire, 1851 ",24,1,Cebus olivaceus castaneus I. Geoffroy Saint-Hilaire,, 1851 ,Cebus Erxleben
473,species,"Cebus cesarae Hershkovitz, 1949 ",22,0,Cebus cesarae Hershkovitz,, 1949 ,Cebus Erxleben
474,subspecies,"Cebus albifrons cesarae Hershkovitz, 1949 ",24,1,Cebus albifrons cesarae Hershkovitz,, 1949 ,Cebus Erxleben
475,subspecies,"Cebus albifrons pleei Hershkovitz, 1949 ",24,1,Cebus albifrons pleei Hershkovitz,, 1949 ,Cebus Erxleben
476,species,"Cebus cuscinus Thomas, 1901 ",22,0,Cebus cuscinus Thomas,, 1901 ,Cebus Erxleben
477,subspecies,"Cebus albifrons cuscinus Thomas, 1901 ",24,1,Cebus albifrons cuscinus Thomas,, 1901 ,Cebus Erxleben
478,subspecies,"Cebus albifrons yuracus Hershkovitz, 1949 ",24,1,Cebus albifrons yuracus Hershkovitz,, 1949 ,Cebus Erxleben
479,species,"Cebus imitator Thomas, 1903 ",22,0,Cebus imitator Thomas,, 1903 ,Cebus Erxleben
480,species,"Cebus kaapori Queiroz, 1992 ",22,0,Cebus kaapori Queiroz,, 1992 ,Cebus Erxleben
481,species,"Cebus leucocephalus Gray, 1865 ",22,0,Cebus leucocephalus Gray,, 1865 ,Cebus Erxleben
482,subspecies,"Cebus albifrons adustus Hershkovitz, 1949 ",24,1,Cebus albifrons adustus Hershkovitz,, 1949 ,Cebus Erxleben
483,species,"Cebus malitiosus Elliot, 1909 ",22,0,Cebus malitiosus Elliot,, 1909 ,Cebus Erxleben
484,species,"Cebus olivaceus Schomburgk, 1848 ",22,0,Cebus olivaceus Schomburgk,, 1848 ,Cebus Erxleben
485,species,"Cebus annellatus Gray, 1865 ",24,1,Cebus annellatus Gray,, 1865 ,Cebus Erxleben
486,species,"Cebus apiculatus Elliot, 1907 ",24,1,Cebus apiculatus Elliot,, 1907 ,Cebus Erxleben
487,subspecies,"Cebus capucinus leporinus Pusch, 1941 ",24,1,Cebus capucinus leporinus Pusch,, 1941 ,Cebus Erxleben
488,species,"Cebus nigrivittatus Wagner, 1848 ",24,1,Cebus nigrivittatus Wagner,, 1848 ,Cebus Erxleben
489,subspecies,"Cebus olivaceus olivaceus Schomburgk, 1848 ",24,1,Cebus olivaceus olivaceus Schomburgk,, 1848 ,Cebus Erxleben
490,species,"Cebus unicolor Spix, 1823 ",22,0,Cebus unicolor Spix,, 1823 ,Cebus Erxleben
491,subspecies,"Cebus albifrons unicolor Spix, 1823 ",24,1,Cebus albifrons unicolor Spix,, 1823 ,Cebus Erxleben
492,species,"Cebus chrysopus Lesson, 1827 ",24,1,Cebus chrysopus Lesson,, 1827 ,Cebus Erxleben
493,species,"Cebus flavescens Gray, 1865 ",24,1,Cebus flavescens Gray,, 1865 ,Cebus Erxleben
494,species,"Cebus versicolor Pucheran, 1845 ",22,0,Cebus versicolor Pucheran,, 1845 ,Cebus Erxleben
495,subspecies,"Cebus albifrons versicolor Pucheran, 1845 ",24,1,Cebus albifrons versicolor Pucheran,, 1845 ,Cebus Erxleben
496,species,"Cebus yuracus Hershkovitz, 1949 ",22,0,Cebus yuracus Hershkovitz,, 1949 ,Cebus Erxleben
497,genus,"Sapajus Kerr, 1792 ",20,0,Sapajus Kerr,, 1792 ,Cebinae Bonaparte
498,species,"Sapajus apella (Linnaeus, 1758) ",22,0,Sapajus apella ,Linnaeus,1758,Sapajus Kerr
499,subspecies,"Cebus apella chacoensis Pusch, 1941 ",24,1,Cebus apella chacoensis Pusch,, 1941 ,Sapajus Kerr
500,subspecies,"Cebus apella macrocephalus Spix, 1823 ",24,1,Cebus apella macrocephalus Spix,, 1823 ,Sapajus Kerr
501,subspecies,"Cebus apella magnus Pusch, 1941 ",24,1,Cebus apella magnus Pusch,, 1941 ,Sapajus Kerr
502,subspecies,"Cebus apella maranonis Pusch, 1941 ",24,1,Cebus apella maranonis Pusch,, 1941 ,Sapajus Kerr
503,subspecies,"Cebus apella morrulus Pusch, 1941 ",24,1,Cebus apella morrulus Pusch,, 1941 ,Sapajus Kerr
504,subspecies,"Cebus apella peruanus Thomas, 1901 ",24,1,Cebus apella peruanus Thomas,, 1901 ,Sapajus Kerr
505,subspecies,"Cebus apella tocantinus Lönnberg, 1939 ",24,1,Cebus apella tocantinus Lönnberg,, 1939 ,Sapajus Kerr
506,species,"Cebus apella (Linnaeus, 1758) ",24,1,Cebus apella ,Linnaeus,1758,Sapajus Kerr
507,species,"Cebus azarae Rengger, 1830 ",24,1,Cebus azarae Rengger,, 1830 ,Sapajus Kerr
508,species,"Cebus capillatus Gray, 1865 ",24,1,Cebus capillatus Gray,, 1865 ,Sapajus Kerr
509,species,"Cebus cirrifer É. Geoffroy Saint-Hilaire, 1812 ",24,1,Cebus cirrifer É. Geoffroy Saint-Hilaire,, 1812 ,Sapajus Kerr
510,species,"Cebus crassiceps Pucheran, 1857 ",24,1,Cebus crassiceps Pucheran,, 1857 ,Sapajus Kerr
511,species,"Cebus cristatus G. Cuvier, 1829 ",24,1,Cebus cristatus G. Cuvier,, 1829 ,Sapajus Kerr
512,species,"Cebus frontatus Kuhl, 1820 ",24,1,Cebus frontatus Kuhl,, 1820 ,Sapajus Kerr
513,species,"Cebus leucogenys Gray, 1866 ",24,1,Cebus leucogenys Gray,, 1866 ,Sapajus Kerr
514,subspecies,"Cebus libidinosus juruanus Lönnberg, 1939 ",24,1,Cebus libidinosus juruanus Lönnberg,, 1939 ,Sapajus Kerr
515,subspecies,"Cebus libidinosus pallidus Gray, 1866 ",24,1,Cebus libidinosus pallidus Gray,, 1866 ,Sapajus Kerr
516,subspecies,"Cebus libidinosus paraguayanus Fischer, 1829 ",24,1,Cebus libidinosus paraguayanus Fischer,, 1829 ,Sapajus Kerr
517,subspecies,"Cebus libidinosus sagitta Pusch, 1941 ",24,1,Cebus libidinosus sagitta Pusch,, 1941 ,Sapajus Kerr
518,species,"Cebus lunatus Kuhl, 1820 ",24,1,Cebus lunatus Kuhl,, 1820 ,Sapajus Kerr
519,species,"Cebus monachus F. Cuvier, 1820 ",24,1,Cebus monachus F. Cuvier,, 1820 ,Sapajus Kerr
520,species,"Cebus niger É. Geoffroy Saint-Hilaire, 1812 ",24,1,Cebus niger É. Geoffroy Saint-Hilaire,, 1812 ,Sapajus Kerr
521,species,"Cebus subcristatus Gray, 1865 ",24,1,Cebus subcristatus Gray,, 1865 ,Sapajus Kerr
522,species,"Cebus versuta Elliot, 1910 ",24,1,Cebus versuta Elliot,, 1910 ,Sapajus Kerr
523,species,"Sapajus macrocephalus (Spix, 1823) ",24,1,Sapajus macrocephalus ,Spix,1823,Sapajus Kerr
524,species,"Simia variegata Humboldt, 1812 ",24,1,Simia variegata Humboldt,, 1812 ,Sapajus Kerr
525,subspecies,"Sapajus apella apella (Linnaeus, 1758) ",24,0,Sapajus apella apella ,Linnaeus,1758,Sapajus apella 
526,subspecies,"Cebus apella apella (Linnaeus, 1758) ",26,1,Cebus apella apella ,Linnaeus,1758,Sapajus apella 
527,species,"Cebus barbatus Humboldt, 1812 ",26,1,Cebus barbatus Humboldt,, 1812 ,Sapajus apella 
528,species,"Cebus griseus Desmarest, 1820 ",26,1,Cebus griseus Desmarest,, 1820 ,Sapajus apella 
529,species,"Simia trepida Linnaeus, 1766 ",26,1,Simia trepida Linnaeus,, 1766 ,Sapajus apella 
530,subspecies,"Simia trepidus fulvus Kerr, 1792 ",26,1,Simia trepidus fulvus Kerr,, 1792 ,Sapajus apella 
531,subspecies,"Sapajus apella margaritae (Hollister, 1914) ",24,0,Sapajus apella margaritae ,Hollister,1914,Sapajus apella 
532,subspecies,"Cebus apella margaritae Hollister, 1914 ",26,1,Cebus apella margaritae Hollister,, 1914 ,Sapajus apella 
533,species,"Sapajus cay (Illiger, 1815) ",22,0,Sapajus cay ,Illiger,1815,Sapajus Kerr
534,species,"Sapajus cucullatus (Spix, 1823) ",22,0,Sapajus cucullatus ,Spix,1823,Sapajus Kerr
535,subspecies,"Cebus nigritus cucullatus Spix, 1823 ",24,1,Cebus nigritus cucullatus Spix,, 1823 ,Sapajus Kerr
536,species,"Sapajus flavius (Schreber, 1799) ",22,0,Sapajus flavius ,Schreber,1799,Sapajus Kerr
537,species,"Cebus flavius (Schreber, 1799) ",24,1,Cebus flavius ,Schreber,1799,Sapajus Kerr
538,species,"Sapajus flavius (Schreber, 1774) ",24,1,Sapajus flavius ,Schreber,1774,Sapajus Kerr
539,species,"Simia flavia Schreber, 1799 ",24,1,Simia flavia Schreber,, 1799 ,Sapajus Kerr
540,species,"Sapajus libidinosus (Spix, 1823) ",22,0,Sapajus libidinosus ,Spix,1823,Sapajus Kerr
541,species,"Cebus elegans I. Geoffroy Saint-Hilaire, 1850 ",24,1,Cebus elegans I. Geoffroy Saint-Hilaire,, 1850 ,Sapajus Kerr
542,species,"Cebus libidinosus Spix, 1823 ",24,1,Cebus libidinosus Spix,, 1823 ,Sapajus Kerr
543,species,"Sapajus nigritus (Goldfuss, 1809) ",22,0,Sapajus nigritus ,Goldfuss,1809,Sapajus Kerr
544,species,"Cebus caliginosus Elliot, 1910 ",24,1,Cebus caliginosus Elliot,, 1910 ,Sapajus Kerr
545,species,"Cebus nigritus (Goldfuss, 1809) ",24,1,Cebus nigritus ,Goldfuss,1809,Sapajus Kerr
546,species,"Cebus vellerosus I. Geoffroy Saint-Hilaire, 1851 ",24,1,Cebus vellerosus I. Geoffroy Saint-Hilaire,, 1851 ,Sapajus Kerr
547,species,"Cebus xanthocephalus Spix, 1823 ",24,1,Cebus xanthocephalus Spix,, 1823 ,Sapajus Kerr
548,species,"Sapajus robustus (Kuhl, 1820) ",22,0,Sapajus robustus ,Kuhl,1820,Sapajus Kerr
549,subspecies,"Cebus nigritus robustus Kuhl, 1820 ",24,1,Cebus nigritus robustus Kuhl,, 1820 ,Sapajus Kerr
550,species,"Sapajus xanthosternos (Wied-Neuwied, 1826) ",22,0,Sapajus xanthosternos ,Wied-Neuwied,1826,Sapajus Kerr
551,species,"Cebus xanthosternos Wied-Neuwied, 1826 ",24,1,Cebus xanthosternos Wied-Neuwied,, 1826 ,Sapajus Kerr
552,subfamily,"Saimiriinae Miller, 1812 ",18,0,Saimiriinae Miller,, 1812 ,Cebidae Bonaparte
553,subfamily,"Chrysotrichinae Cabrera, 1900 ",20,1,Chrysotrichinae Cabrera,, 1900 ,Cebidae Bonaparte
554,genus,"Saimiri Voigt in G. Cuvier, 1831 ",20,0,Saimiri Voigt in G. Cuvier,, 1831 ,Saimiriinae Miller
555,genus,"Chrysothrix Kaup, 1835 ",22,1,Chrysothrix Kaup,, 1835 ,Saimiriinae Miller
556,genus,"Pithesciurus Lesson, 1840 ",22,1,Pithesciurus Lesson,, 1840 ,Saimiriinae Miller
557,species,"Saimiri boliviensis (I. Geoffroy Saint-Hilaire & de Blainville, 1834) ",22,0,Saimiri boliviensis ,I. Geoffroy Saint-Hilaire & de Blainville,1834,Saimiri Voigt in G. Cuvier
558,subspecies,"Saimiri boliviensis boliviensis (I. Geoffroy Saint-Hilaire & de Blainville, 1834) ",24,0,Saimiri boliviensis boliviensis ,I. Geoffroy Saint-Hilaire & de Blainville,1834,Saimiri boliviensis 
559,species,"Callithrix entomophagus d'Orbigny, 1835 ",26,1,Callithrix entomophagus d'Orbigny,, 1835 ,Saimiri boliviensis 
560,subspecies,"Saimiri boliviensis jaburuensis Lönnberg, 1940 ",26,1,Saimiri boliviensis jaburuensis Lönnberg,, 1940 ,Saimiri boliviensis 
561,subspecies,"Saimiri boliviensis nigriceps Thomas, 1902 ",26,1,Saimiri boliviensis nigriceps Thomas,, 1902 ,Saimiri boliviensis 
562,subspecies,"Saimiri boliviensis pluvialis Lönnberg, 1940 ",26,1,Saimiri boliviensis pluvialis Lönnberg,, 1940 ,Saimiri boliviensis 
563,subspecies,"Saimiri boliviensis peruviensis Hershkovitz, 1984 ",24,0,Saimiri boliviensis peruviensis Hershkovitz,, 1984 ,Saimiri boliviensis 
564,species,"Saimiri cassiquiarensis (Lesson, 1840) ",22,0,Saimiri cassiquiarensis ,Lesson,1840,Saimiri Voigt in G. Cuvier
565,subspecies,"Saimiri cassiquiarensis albigena (Pusch, 1942) ",24,0,Saimiri cassiquiarensis albigena ,Pusch,1942,Saimiri cassiquiarensis 
566,subspecies,"Saimiri sciureus albigena (Pusch, 1942) ",26,1,Saimiri sciureus albigena ,Pusch,1942,Saimiri cassiquiarensis 
567,subspecies,"Saimiri cassiquiarensis cassiquiarensis (Lesson, 1840) ",24,0,Saimiri cassiquiarensis cassiquiarensis ,Lesson,1840,Saimiri cassiquiarensis 
568,subspecies,"Saimiri sciureus cassiquiarensis (Lesson, 1840) ",26,1,Saimiri sciureus cassiquiarensis ,Lesson,1840,Saimiri cassiquiarensis 
569,subspecies,"Saimiri sciureus codajazensis Lönnberg, 1940 ",26,1,Saimiri sciureus codajazensis Lönnberg,, 1940 ,Saimiri cassiquiarensis 
570,species,"Saimiris lunulatus I. Geoffroy Saint-Hilaire, 1843 ",26,1,Saimiris lunulatus I. Geoffroy Saint-Hilaire,, 1843 ,Saimiri cassiquiarensis 
571,species,"Saimiri collinsi Osgood, 1916 ",22,0,Saimiri collinsi Osgood,, 1916 ,Saimiri Voigt in G. Cuvier
572,subspecies,"Saimiri sciureus collinsi Osgood, 1916 ",24,1,Saimiri sciureus collinsi Osgood,, 1916 ,Saimiri Voigt in G. Cuvier
573,species,"Saimiri macrodon Elliot, 1907 ",22,0,Saimiri macrodon Elliot,, 1907 ,Saimiri Voigt in G. Cuvier
574,subspecies,"Saimiri boliviensis juruana Lönnberg, 1940 ",24,1,Saimiri boliviensis juruana Lönnberg,, 1940 ,Saimiri Voigt in G. Cuvier
575,species,"Saimiri caquetensis Allen, 1916 ",24,1,Saimiri caquetensis Allen,, 1916 ,Saimiri Voigt in G. Cuvier
576,subspecies,"Saimiri sciureus macrodon Elliot, 1907 ",24,1,Saimiri sciureus macrodon Elliot,, 1907 ,Saimiri Voigt in G. Cuvier
577,subspecies,"Saimiri sciureus petrina Thomas, 1927 ",24,1,Saimiri sciureus petrina Thomas,, 1927 ,Saimiri Voigt in G. Cuvier
578,species,"Saimiri oerstedii (Reinhardt, 1872) ",22,0,Saimiri oerstedii ,Reinhardt,1872,Saimiri Voigt in G. Cuvier
579,subspecies,"Saimiri oerstedii citrinellus Thomas, 1904 ",24,0,Saimiri oerstedii citrinellus Thomas,, 1904 ,Saimiri oerstedii 
580,subspecies,"Saimiri oerstedii oerstedii (Reinhardt, 1872) ",24,0,Saimiri oerstedii oerstedii ,Reinhardt,1872,Saimiri oerstedii 
581,species,"Saimiri sciureus (Linnaeus, 1758) ",22,0,Saimiri sciureus ,Linnaeus,1758,Saimiri Voigt in G. Cuvier
582,species,"Chrysothrix nigrivittata Wagner, 1848 ",24,1,Chrysothrix nigrivittata Wagner,, 1848 ,Saimiri Voigt in G. Cuvier
583,species,"Lemur leucopsis Hermann, 1804 ",24,1,Lemur leucopsis Hermann,, 1804 ,Saimiri Voigt in G. Cuvier
584,subspecies,"Saimiri sciureus sciureus (Linnaeus, 1758) ",24,1,Saimiri sciureus sciureus ,Linnaeus,1758,Saimiri Voigt in G. Cuvier
585,species,"Sapajou saimiri Lacépède, 1803 ",24,1,Sapajou saimiri Lacépède,, 1803 ,Saimiri Voigt in G. Cuvier
586,species,"Simia apedia Linnaeus, 1758 ",24,1,Simia apedia Linnaeus,, 1758 ,Saimiri Voigt in G. Cuvier
587,species,"Simia morta Linnaeus, 1758 ",24,1,Simia morta Linnaeus,, 1758 ,Saimiri Voigt in G. Cuvier
588,species,"Saimiri ustus (I. Geoffroy Saint-Hilaire, 1843) ",22,0,Saimiri ustus ,I. Geoffroy Saint-Hilaire,1843,Saimiri Voigt in G. Cuvier
589,species,"Saimiri madeirae Thomas, 1908 ",24,1,Saimiri madeirae Thomas,, 1908 ,Saimiri Voigt in G. Cuvier
590,species,"Saimiri vanzolinii Ayres, 1985 ",22,0,Saimiri vanzolinii Ayres,, 1985 ,Saimiri Voigt in G. Cuvier
591,superfamily,"Cercopithecoidea Gray, 1821 ",16,0,Cercopithecoidea Gray,, 1821 ,Simiiformes Haeckel
592,family,"Cercopithecidae Gray, 1821 ",18,0,Cercopithecidae Gray,, 1821 ,Cercopithecoidea Gray
593,subfamily,"Cercopithecinae Gray, 1821 ",20,0,Cercopithecinae Gray,, 1821 ,Cercopithecidae Gray
594,subfamily,"Cynopithecinae Osman Hill, 1966 ",22,1,Cynopithecinae Osman Hill,, 1966 ,Cercopithecidae Gray
595,family,"Macacidae Owen, 1843 ",22,1,Macacidae Owen,, 1843 ,Cercopithecidae Gray
596,subfamily,"Papinae Chiarelli, 1966 ",22,1,Papinae Chiarelli,, 1966 ,Cercopithecidae Gray
597,subfamily,"Papioninae Burnett, 1828 ",22,1,Papioninae Burnett,, 1828 ,Cercopithecidae Gray
598,tribe,Cercopithecini ,22,0,Cercopithecini ,,Cercopithecini ,Cercopithecinae Gray
599,genus,"Allenopithecus Lang, 1923 ",24,0,Allenopithecus Lang,, 1923 ,Cercopithecini 
600,species,"Allenopithecus nigroviridis (Pocock, 1907) ",26,0,Allenopithecus nigroviridis ,Pocock,1907,Allenopithecus Lang
601,genus,"Allochrocebus Elliot, 1913 ",24,0,Allochrocebus Elliot,, 1913 ,Cercopithecini 
602,species,"Allochrocebus lhoesti (Sclater, 1899) ",26,0,Allochrocebus lhoesti ,Sclater,1899,Allochrocebus Elliot
603,species,"Cercopithecus lhoesti Sclater, 1899 ",28,1,Cercopithecus lhoesti Sclater,, 1899 ,Allochrocebus Elliot
604,subspecies,"Cercopithecus thomasi rutschuricus Lorenz, 1915 ",28,1,Cercopithecus thomasi rutschuricus Lorenz,, 1915 ,Allochrocebus Elliot
605,species,"Cercopithecus thomasi Matschie, 1905 ",28,1,Cercopithecus thomasi Matschie,, 1905 ,Allochrocebus Elliot
606,species,"Allochrocebus preussi (Matschie, 1898) ",26,0,Allochrocebus preussi ,Matschie,1898,Allochrocebus Elliot
607,subspecies,"Allochrocebus preussi insularis (Thomas, 1910) ",28,0,Allochrocebus preussi insularis ,Thomas,1910,Allochrocebus preussi 
608,subspecies,"Cercopithecus preussi insularis Thomas, 1910 ",30,1,Cercopithecus preussi insularis Thomas,, 1910 ,Allochrocebus preussi 
609,subspecies,"Allochrocebus preussi preussi (Matschie, 1898) ",28,0,Allochrocebus preussi preussi ,Matschie,1898,Allochrocebus preussi 
610,species,"Cercopithecus crossi Forbes, 1905 ",30,1,Cercopithecus crossi Forbes,, 1905 ,Allochrocebus preussi 
611,species,"Cercopithecus preussi Matschie, 1898 ",30,1,Cercopithecus preussi Matschie,, 1898 ,Allochrocebus preussi 
